"","City","State","CityState"
"2511","Canandaigua","NY","Canandaigua, NY"
"2512","Hiram","GA","Hiram, GA"
"2513","Garden City","KS","Garden City, KS"
"2514","Leeds","AL","Leeds, AL"
"2515","Sun City","KS","Sun City, KS"
"2516","Golden","CO","Golden, CO"
"2517","Perryopolis","PA","Perryopolis, PA"
"2518","Duarte","CA","Duarte, CA"
"2519","Charleston","WV","Charleston, WV"
"2520","Abingdon","VA","Abingdon, VA"
"2521","Springfield","AR","Springfield, AR"
"2522","Rochester","WA","Rochester, WA"
"2523","Charlottesville","VA","Charlottesville, VA"
"2524","Monticello","KY","Monticello, KY"
"2525","Simpsonville","SC","Simpsonville, SC"
"2526","Kingwood","TX","Kingwood, TX"
"2527","Hampton","VA","Hampton, VA"
"2528","Kings Mountain","NC","Kings Mountain, NC"
"2529","Moraine","OH","Moraine, OH"
"2530","Muldrow","OK","Muldrow, OK"
"2531","Mansura","LA","Mansura, LA"
"2532","Cloverdale","CA","Cloverdale, CA"
"2533","Crandon","WI","Crandon, WI"
"2534","Fort Yates","ND","Fort Yates, ND"
"2535","Nanticoke","PA","Nanticoke, PA"
"2536","Bellaire","TX","Bellaire, TX"
"2537","Fairhope","AL","Fairhope, AL"
"2538","Horseheads","NY","Horseheads, NY"
"2539","Indiantown","FL","Indiantown, FL"
"2540","Black River Falls","WI","Black River Falls, WI"
"2541","Grand Ronde","OR","Grand Ronde, OR"
"2542","Senatobia","MS","Senatobia, MS"
"2543","King of Prussi","PA","King of Prussi, PA"
"2544","Livingston","TN","Livingston, TN"
"2545","Pippa Passes","KY","Pippa Passes, KY"
"2546","North Highlands","CA","North Highlands, CA"
"2547","Inkster","MI","Inkster, MI"
"2548","Spencer","IN","Spencer, IN"
"2549","Batesville","AR","Batesville, AR"
"2550","Ohatchee","AL","Ohatchee, AL"
"2551","Clarksville","AR","Clarksville, AR"
"2552","Lindsay","OK","Lindsay, OK"
"2553","Forest Park","GA","Forest Park, GA"
"2554","Clinton","TN","Clinton, TN"
"2555","Roanoke","VA","Roanoke, VA"
"2556","Ashland","WI","Ashland, WI"
"2557","Burnside","MS","Burnside, MS"
"2558","Flatwoods","KY","Flatwoods, KY"
"2559","Gibson","LA","Gibson, LA"
"2560","Crystal","MN","Crystal, MN"
"2561","Edwards","MS","Edwards, MS"
"2562","Dakota City","IA","Dakota City, IA"
"2563","Pearl River","LA","Pearl River, LA"
"2564","Elmira","NY","Elmira, NY"
"2565","Brazoria","TX","Brazoria, TX"
"2566","Hedgesville","WV","Hedgesville, WV"
"2567","Chiefland","FL","Chiefland, FL"
"2568","Fort Hunt","VA","Fort Hunt, VA"
"2569","Prichard","AL","Prichard, AL"
"2570","Woodburn","KY","Woodburn, KY"
"2571","Falcon","MO","Falcon, MO"
"2572","Pell City","AL","Pell City, AL"
"2573","Wimberley","TX","Wimberley, TX"
"2574","Penasco","NM","Penasco, NM"
"2575","Lenexa","KS","Lenexa, KS"
"2576","Tieton","WA","Tieton, WA"
"2577","Eaton Rapids","MI","Eaton Rapids, MI"
"2578","Sells","AZ","Sells, AZ"
"2579","North Hollywood","CA","North Hollywood, CA"
"2580","Cameron","MO","Cameron, MO"
"2581","Hartsdale","NY","Hartsdale, NY"
"2582","York","SC","York, SC"
"2583","Hamlin","TX","Hamlin, TX"
"2584","La Marque","TX","La Marque, TX"
"2585","Bassett","VA","Bassett, VA"
"2586","Lauderdale Lakes","FL","Lauderdale Lakes, FL"
"2587","Coral Springs","FL","Coral Springs, FL"
"2588","Marinette","WI","Marinette, WI"
"2589","Old Forge","PA","Old Forge, PA"
"2590","Rose Bud","AR","Rose Bud, AR"
"2591","Artesia","CA","Artesia, CA"
"2592","Rincon","GA","Rincon, GA"
"2593","Boron","CA","Boron, CA"
"2594","Lexington","VA","Lexington, VA"
"2595","McMinnville","TN","McMinnville, TN"
"2596","Charleston","TN","Charleston, TN"
"2597","Bremerton","WA","Bremerton, WA"
"2598","Valley Head","WV","Valley Head, WV"
"2599","Oak Park","MI","Oak Park, MI"
"2600","Mulberry","AR","Mulberry, AR"
"2601","The Colony","TX","The Colony, TX"
"2602","Miamisburg","OH","Miamisburg, OH"
"2603","Schertz","TX","Schertz, TX"
"2604","Ukiah","CA","Ukiah, CA"
"2605","Gilbert","MN","Gilbert, MN"
"2606","Pocatello","ID","Pocatello, ID"
"2607","Canoga Park","CA","Canoga Park, CA"
"2608","Canaan","NH","Canaan, NH"
"2609","Tracy City","TN","Tracy City, TN"
"2610","Weslaco","TX","Weslaco, TX"
"2611","Lawrence","IN","Lawrence, IN"
"2612","South Fulton","TN","South Fulton, TN"
"2613","Boring","OR","Boring, OR"
"2614","Chester","VA","Chester, VA"
"2615","Dover","PA","Dover, PA"
"2616","Crowell","TX","Crowell, TX"
"2617","Winnetka","CA","Winnetka, CA"
"2618","Romance","AR","Romance, AR"
"2619","Camp Wood","TX","Camp Wood, TX"
"2620","Ozark","AR","Ozark, AR"
"2621","Whitehall","OH","Whitehall, OH"
"2622","McLoud","OK","McLoud, OK"
"2623","Sedona","AZ","Sedona, AZ"
"2624","North Little Rock","AR","North Little Rock, AR"
"2625","Danville","VA","Danville, VA"
"2626","Horn Lake","MS","Horn Lake, MS"
"2627","Church Hill","TN","Church Hill, TN"
"2628","Spring Creek","NV","Spring Creek, NV"
"2629","Franklin","KY","Franklin, KY"
"2630","Cave Junction","OR","Cave Junction, OR"
"2631","El Sereno","CA","El Sereno, CA"
"2632","Montpelier","VT","Montpelier, VT"
"2633","Bedford","TX","Bedford, TX"
"2634","Gooding","ID","Gooding, ID"
"2635","Daly City","CA","Daly City, CA"
"2636","Floyd","IA","Floyd, IA"
"2637","Racine","WI","Racine, WI"
"2638","Boonville","IN","Boonville, IN"
"2639","Fairmont","MN","Fairmont, MN"
"2640","Dunwoody","GA","Dunwoody, GA"
"2641","Hallsville","TX","Hallsville, TX"
"2642","Overland Park","KS","Overland Park, KS"
"2643","Rockledge","FL","Rockledge, FL"
"2644","Millville","NJ","Millville, NJ"
"2645","Crescent City","CA","Crescent City, CA"
"2646","Oneida","NY","Oneida, NY"
"2647","League City","TX","League City, TX"
"2648","Union City","MI","Union City, MI"
"2649","Sugar Hill","GA","Sugar Hill, GA"
"2650","Little Orleans","MD","Little Orleans, MD"
"2651","Alton","IL","Alton, IL"
"2652","Walton","IN","Walton, IN"
"2653","Tecumseh","OK","Tecumseh, OK"
"2654","St. James","MN","St. James, MN"
"2655","Piketon","OH","Piketon, OH"
"2656","East Helena","MT","East Helena, MT"
"2657","Winters","TX","Winters, TX"
"2658","Reading","MA","Reading, MA"
"2659","Lake Los Angeles","CA","Lake Los Angeles, CA"
"2660","Nice","CA","Nice, CA"
"2661","Laguna Woods","CA","Laguna Woods, CA"
"2662","Lantana","FL","Lantana, FL"
"2663","Grant-Valkaria","FL","Grant-Valkaria, FL"
"2664","Locust Grove","GA","Locust Grove, GA"
"2665","Bolton","VT","Bolton, VT"
"2666","Merrillville","IN","Merrillville, IN"
"2667","Urbana","IN","Urbana, IN"
"2668","Raymore","MO","Raymore, MO"
"2669","Montezuma Creek","UT","Montezuma Creek, UT"
"2670","Cocoa Beach","FL","Cocoa Beach, FL"
"2671","Inwood","WV","Inwood, WV"
"2672","Hernando","FL","Hernando, FL"
"2673","Fair Oaks","OK","Fair Oaks, OK"
"2674","Seabrook","SC","Seabrook, SC"
"2675","Converse","TX","Converse, TX"
"2676","Fort Washington","MD","Fort Washington, MD"
"2677","Woodworth","ND","Woodworth, ND"
"2678","Stratford","TX","Stratford, TX"
"2679","Dumfries","VA","Dumfries, VA"
"2680","Tiro","OH","Tiro, OH"
"2681","Wamego","KS","Wamego, KS"
"2682","Panorama City","CA","Panorama City, CA"
"2683","Chester","SC","Chester, SC"
"2684","Alamosa","CO","Alamosa, CO"
"2685","Sandston","VA","Sandston, VA"
"2686","Levittown","PA","Levittown, PA"
"2687","Clarkesville","TX","Clarkesville, TX"
"2688","Quitman","GA","Quitman, GA"
"2689","Centerview","MO","Centerview, MO"
"2690","Elkins Park","PA","Elkins Park, PA"
"2691","Temple","GA","Temple, GA"
"2692","North Manchester","IN","North Manchester, IN"
"2693","Shelbyville","TX","Shelbyville, TX"
"2694","Clinton","MO","Clinton, MO"
"2695","Pilot Station","AK","Pilot Station, AK"
"2696","Pottstown","PA","Pottstown, PA"
"2697","Jackson","MI","Jackson, MI"
"2698","Fort Sumner","NM","Fort Sumner, NM"
"2699","Elgin","IL","Elgin, IL"
"2700","Midland","MI","Midland, MI"
"2701","Lexington","NC","Lexington, NC"
"2702","West Fargo","ND","West Fargo, ND"
"2703","Great Neck","NY","Great Neck, NY"
"2704","Sandy","UT","Sandy, UT"
"2705","Keizer","OR","Keizer, OR"
"2706","Parmelee","SD","Parmelee, SD"
"2707","Clarksville","TN","Clarksville, TN"
"2708","Jonesborough","TN","Jonesborough, TN"
"2709","Burnsville","NC","Burnsville, NC"
"2710","Valley Center","CA","Valley Center, CA"
"2711","Utica","KY","Utica, KY"
"2712","Norfork","AR","Norfork, AR"
"2713","Timberlake","NC","Timberlake, NC"
"2714","Winter Haven","FL","Winter Haven, FL"
"2715","Princeton","NJ","Princeton, NJ"
"2716","Owasso","OK","Owasso, OK"
"2717","Mannford","OK","Mannford, OK"
"2718","Littlefield","TX","Littlefield, TX"
"2719","Aurora","IL","Aurora, IL"
"2720","Bogalusa","LA","Bogalusa, LA"
"2721","Childress","TX","Childress, TX"
"2722","Nikolaevsk","AK","Nikolaevsk, AK"
"2723","Big Stone Gap","VA","Big Stone Gap, VA"
"2724","Gulf Breeze","FL","Gulf Breeze, FL"
"2725","Nampa","ID","Nampa, ID"
"2726","Sonoma","CA","Sonoma, CA"
"2727","Pasadena","TX","Pasadena, TX"
"2728","Winston-Salem","NC","Winston-Salem, NC"
"2729","New Llano","LA","New Llano, LA"
"2730","Belton","MO","Belton, MO"
"2731","Petaluma","CA","Petaluma, CA"
"2732","Molena","GA","Molena, GA"
"2733","Volant","PA","Volant, PA"
"2734","Reynoldsville","WV","Reynoldsville, WV"
"2735","Indian Head","MD","Indian Head, MD"
"2736","Marshall","AR","Marshall, AR"
"2737","West Valley City","UT","West Valley City, UT"
"2738","Oaks","OK","Oaks, OK"
"2739","Troy","MI","Troy, MI"
"2740","Royal Oak","MI","Royal Oak, MI"
"2741","Corfu","NY","Corfu, NY"
"2742","Lake Elmo","MN","Lake Elmo, MN"
"2743","West Helena","AR","West Helena, AR"
"2744","Kiowa","CO","Kiowa, CO"
"2745","Welby","CO","Welby, CO"
"2746","Lodge Grass","MT","Lodge Grass, MT"
"2747","Tishomingo","OK","Tishomingo, OK"
"2748","Foresthill","CA","Foresthill, CA"
"2749","Mackinaw","IL","Mackinaw, IL"
"2750","Seligman","AZ","Seligman, AZ"
"2751","West Olive","MI","West Olive, MI"
"2752","Vernon","TX","Vernon, TX"
"2753","Johns Creek","GA","Johns Creek, GA"
"2754","Casselberry","FL","Casselberry, FL"
"2755","Shelby Charter Township","MI","Shelby Charter Township, MI"
"2756","Moorland","IA","Moorland, IA"
"2757","Box Elder","SD","Box Elder, SD"
"2758","Liberty","NC","Liberty, NC"
"2759","Orosi","CA","Orosi, CA"
"2760","Sandia","TX","Sandia, TX"
"2761","Oakfield","ME","Oakfield, ME"
"2762","Aurora","MO","Aurora, MO"
"2763","Fairview","OH","Fairview, OH"
"2764","Seminole","OK","Seminole, OK"
"2765","Johnston","SC","Johnston, SC"
"2766","Hackett","AR","Hackett, AR"
"2767","Glade Spring","VA","Glade Spring, VA"
"2768","New Kensington","PA","New Kensington, PA"
"2769","Granton","WI","Granton, WI"
"2770","Haughton","LA","Haughton, LA"
"2771","Talihina","OK","Talihina, OK"
"2772","Blackfoot","ID","Blackfoot, ID"
"2773","Amite","LA","Amite, LA"
"2774","Carnesville","GA","Carnesville, GA"
"2775","Dearborn Heights","MI","Dearborn Heights, MI"
"2776","Clinton","MD","Clinton, MD"
"2777","Wales","ME","Wales, ME"
"2778","Quincy","IL","Quincy, IL"
"2779","Lake Mary","FL","Lake Mary, FL"
"2780","Martins Ferry","OH","Martins Ferry, OH"
"2781","Livonia","MI","Livonia, MI"
"2782","Baxter","KY","Baxter, KY"
"2783","Joshua Tree","CA","Joshua Tree, CA"
"2784","West Melbourne","FL","West Melbourne, FL"
"2785","Mathis","TX","Mathis, TX"
"2786","Gurnee","IL","Gurnee, IL"
"2787","Citra","FL","Citra, FL"
"2788","Dumas","TX","Dumas, TX"
"2789",NA,"ID","NA, ID"
"2790","Stagecoach","TX","Stagecoach, TX"
"2791","Silsbee","TX","Silsbee, TX"
"2792","Everton","MO","Everton, MO"
"2793","Taylorsville","UT","Taylorsville, UT"
"2794","Riverbank","CA","Riverbank, CA"
"2795","Cottonwood Heights","UT","Cottonwood Heights, UT"
"2796","Thomasville","NC","Thomasville, NC"
"2797","Pocasset","OK","Pocasset, OK"
"2798","Mecca","CA","Mecca, CA"
"2799","Ogden","NC","Ogden, NC"
"2800","Merrick","NY","Merrick, NY"
"2801","Lagrange","GA","Lagrange, GA"
"2802","Sunbury","OH","Sunbury, OH"
"2803","Benton City","WA","Benton City, WA"
"2804","Hardwick","NJ","Hardwick, NJ"
"2805","Deptford","NJ","Deptford, NJ"
"2806","Monroe","GA","Monroe, GA"
"2807","Trenton","OH","Trenton, OH"
"2808","Carencro","LA","Carencro, LA"
"2809","Nokomis","IL","Nokomis, IL"
"2810","Warwick","NY","Warwick, NY"
"2811","South Salt Lake","UT","South Salt Lake, UT"
"2812","East Pittsburgh","PA","East Pittsburgh, PA"
"2813","Tucumcari","NM","Tucumcari, NM"
"2814","Kingsland","GA","Kingsland, GA"
"2815","Parma Heights","OH","Parma Heights, OH"
"2816","Coos Bay","OR","Coos Bay, OR"
"2817","Meridian","ID","Meridian, ID"
"2818","Haleiwa","HI","Haleiwa, HI"
"2819","Grenada","MS","Grenada, MS"
"2820","Prompton","PA","Prompton, PA"
"2821","Dade City","FL","Dade City, FL"
"2822","Darien","GA","Darien, GA"
"2823","Lawrenceburg","TN","Lawrenceburg, TN"
"2824","Waterford","MI","Waterford, MI"
"2825","Grandview","MO","Grandview, MO"
"2826","Panora","IA","Panora, IA"
"2827","South Elgin","IL","South Elgin, IL"
"2828","Devils Lake","ND","Devils Lake, ND"
"2829","San Andreas","CA","San Andreas, CA"
"2830","Copper Center","AK","Copper Center, AK"
"2831","Amity","OR","Amity, OR"
"2832","Westminster","CA","Westminster, CA"
"2833","Willis","TX","Willis, TX"
"2834","Cottage Grove","OR","Cottage Grove, OR"
"2835","Dilley","TX","Dilley, TX"
"2836","Excelsior","MN","Excelsior, MN"
"2837","Alvin","TX","Alvin, TX"
"2838","Bloomington","CA","Bloomington, CA"
"2839","Altoona","IA","Altoona, IA"
"2840","Fletcher","NC","Fletcher, NC"
"2841","Pattison","TX","Pattison, TX"
"2842","Naalehu","HI","Naalehu, HI"
"2843","Bixby","OK","Bixby, OK"
"2844","Burlington","NC","Burlington, NC"
"2845","Starke","FL","Starke, FL"
"2846","La Follette","TN","La Follette, TN"
"2847","Social Circle","GA","Social Circle, GA"
"2848","Lakemoor","IL","Lakemoor, IL"
"2849","Waianae","HI","Waianae, HI"
"2850","Aberdeen","NC","Aberdeen, NC"
"2851","Pilot Point","TX","Pilot Point, TX"
"2852","Luxora","AR","Luxora, AR"
"2853","Oxon Hill","MD","Oxon Hill, MD"
"2854","Hereford","TX","Hereford, TX"
"2855","Yale","VA","Yale, VA"
"2856","Apopka","FL","Apopka, FL"
"2857","Saint Mary's","AK","Saint Mary's, AK"
"2858","Trumann","AR","Trumann, AR"
"2859","Deer Park","WA","Deer Park, WA"
"2860","Seville","FL","Seville, FL"
"2861","Ottumwa","IA","Ottumwa, IA"
"2862","Liberty","MO","Liberty, MO"
"2863","Van Buren","AR","Van Buren, AR"
"2864","Bloomington","IN","Bloomington, IN"
"2865","Carthage","TN","Carthage, TN"
"2866","Hyattsville","MD","Hyattsville, MD"
"2867","Hawkins","WI","Hawkins, WI"
"2868","Flint","TX","Flint, TX"
"2869","Richton Park","IL","Richton Park, IL"
"2870","Creston","IA","Creston, IA"
"2871","Glen St. Mary","FL","Glen St. Mary, FL"
"2872","Denair","CA","Denair, CA"
"2873","San Juan Capistrano","CA","San Juan Capistrano, CA"
"2874","Shoreline","WA","Shoreline, WA"
"2875","Lake City","PA","Lake City, PA"
"2876","Enoree","SC","Enoree, SC"
"2877","Festus","MO","Festus, MO"
"2878","Blacksburg","SC","Blacksburg, SC"
"2879","Port Allegany","PA","Port Allegany, PA"
"2880","Perrysburg","OH","Perrysburg, OH"
"2881","Harbeson","DE","Harbeson, DE"
"2882","Madison Township","OH","Madison Township, OH"
"2883","Beverly Hills","FL","Beverly Hills, FL"
"2884","Sedalia","CO","Sedalia, CO"
"2885","Bernalillo","NM","Bernalillo, NM"
"2886","Cheney","WA","Cheney, WA"
"2887","Jackson","CA","Jackson, CA"
"2888","Morris","AL","Morris, AL"
"2889","North Knobs","NC","North Knobs, NC"
"2890","Stanwood","WA","Stanwood, WA"
"2891","Dover","NC","Dover, NC"
"2892","Vernon Hills","IL","Vernon Hills, IL"
"2893","Greensboro","MD","Greensboro, MD"
"2894","Walla Walla","WA","Walla Walla, WA"
"2895","Manitowoc","WI","Manitowoc, WI"
"2896","Garden Plain","KS","Garden Plain, KS"
"2897","Flushing","NY","Flushing, NY"
"2898","Hopkinsville","KY","Hopkinsville, KY"
"2899","Renfrew","PA","Renfrew, PA"
"2900","Middleton","WI","Middleton, WI"
"2901","Masontown","PA","Masontown, PA"
"2902","Eagle Point","OR","Eagle Point, OR"
"2903","Harrison","TN","Harrison, TN"
"2904","Williamsburg","KY","Williamsburg, KY"
"2905","Stanfordville","NY","Stanfordville, NY"
"2906","Johns Island","SC","Johns Island, SC"
"2907","Epping","NH","Epping, NH"
"2908","Greenback","TN","Greenback, TN"
"2909","Hastings","MN","Hastings, MN"
"2910","Millbrae","CA","Millbrae, CA"
"2911","Scarbro","WV","Scarbro, WV"
"2912","Hayti","MO","Hayti, MO"
"2913","Chiloquin","OR","Chiloquin, OR"
"2914","Lawtey","FL","Lawtey, FL"
"2915","Clovis","NM","Clovis, NM"
"2916","Okarche","OK","Okarche, OK"
"2917","Oak Ridge","TN","Oak Ridge, TN"
"2918","Wellington","CO","Wellington, CO"
"2919","Thousand Oaks","CA","Thousand Oaks, CA"
"2920","Sullivan","IN","Sullivan, IN"
"2921","Enterprise","NV","Enterprise, NV"
"2922","Farmersville","TX","Farmersville, TX"
"2923","Mountain View","HI","Mountain View, HI"
"2924","Chinle","AZ","Chinle, AZ"
"2925","Orem","UT","Orem, UT"
"2926","Orem","OR","Orem, OR"
"2927","Jeffersonville","OH","Jeffersonville, OH"
"2928","Quinlan","TX","Quinlan, TX"
"2929","Kearns","UT","Kearns, UT"
"2930","Wheat Ridge","CO","Wheat Ridge, CO"
"2931","McBee","SC","McBee, SC"
"2932","Washington","NC","Washington, NC"
"2933","Quincy","FL","Quincy, FL"
"2934","Riverton","UT","Riverton, UT"
"2935","Newport","TN","Newport, TN"
"2936","Snellville","GA","Snellville, GA"
"2937","Martha Lake","WA","Martha Lake, WA"
"2938","Barnesville","GA","Barnesville, GA"
"2939","Bandon","OR","Bandon, OR"
"2940","Danville","CA","Danville, CA"
"2941","St. Clair Shores","MI","St. Clair Shores, MI"
"2942","Port Charlotte","FL","Port Charlotte, FL"
"2943","Charleston View","CA","Charleston View, CA"
"2944","Shakopee","MN","Shakopee, MN"
"2945","Clarksdale","MS","Clarksdale, MS"
"2946","Robbins","IL","Robbins, IL"
"2947","Mantoloking","NJ","Mantoloking, NJ"
"2948","Pratt","KS","Pratt, KS"
"2949","Fort Chiswell","VA","Fort Chiswell, VA"
"2950","Auburn","MA","Auburn, MA"
"2951","Haynesville","AL","Haynesville, AL"
"2952","Greenwood Village","CO","Greenwood Village, CO"
"2953","Demopolis","AL","Demopolis, AL"
"2954","Magnolia","AR","Magnolia, AR"
"2955","Stillwater","MN","Stillwater, MN"
"2956","Harrison","MI","Harrison, MI"
"2957","Talladega","AL","Talladega, AL"
"2958","Bell Gardens","CA","Bell Gardens, CA"
"2959","Crested Butte","CO","Crested Butte, CO"
"2960","Central City","KY","Central City, KY"
"2961","Clinton","UT","Clinton, UT"
"2962","Virginia","MN","Virginia, MN"
"2963","Pahoa","HI","Pahoa, HI"
"2964","Bemidji","MN","Bemidji, MN"
"2965","Boulevard","CA","Boulevard, CA"
"2966","New Underwood","SD","New Underwood, SD"
"2967","Martinez","CA","Martinez, CA"
"2968","Arvin","CA","Arvin, CA"
"2969","Mcdonough","GA","Mcdonough, GA"
"2970","Pacheco","CA","Pacheco, CA"
"2971","Bluewater Village","NM","Bluewater Village, NM"
"2972","West Wendover (Wendover)","NV","West Wendover (Wendover), NV"
"2973","Perry","OK","Perry, OK"
"2974","Staten Island","NY","Staten Island, NY"
"2975","Palatine","IL","Palatine, IL"
"2976","Fredonia","NY","Fredonia, NY"
"2977","Rangely","CO","Rangely, CO"
"2978","Pāhoa","HI","Pāhoa, HI"
"2979","Atkins","AR","Atkins, AR"
"2980","Wildwood","FL","Wildwood, FL"
"2981","Upland","CA","Upland, CA"
"2982","Apple Creek","OH","Apple Creek, OH"
"2983","Darlington","SC","Darlington, SC"
"2984","Lehighton","PA","Lehighton, PA"
"2985","Union City","PA","Union City, PA"
"2986","Valrico","FL","Valrico, FL"
"2987","Wailuku","HI","Wailuku, HI"
"2988","Rector","AR","Rector, AR"
"2989","Cohasset","MA","Cohasset, MA"
"2990","Tullahoma","TN","Tullahoma, TN"
"2991","Crawfordsville","IN","Crawfordsville, IN"
"2992","Orcutt","CA","Orcutt, CA"
"2993","Beatty","OR","Beatty, OR"
"2994","Golden","MS","Golden, MS"
"2995","Danbury","CT","Danbury, CT"
"2996","Dayton","IA","Dayton, IA"
"2997","Waterville","PA","Waterville, PA"
"2998","Alleghany","NC","Alleghany, NC"
"2999","Shallotte","NC","Shallotte, NC"
"3000","Niles","OH","Niles, OH"
"3001","Bozeman","MT","Bozeman, MT"
"3002","Southold","NY","Southold, NY"
"3003","Albert Lea","MN","Albert Lea, MN"
"3004","San Marcos","TX","San Marcos, TX"
"3005","Union","SC","Union, SC"
"3006","Hurricane","WV","Hurricane, WV"
"3007","Utica","NY","Utica, NY"
"3008","Leadwood","MO","Leadwood, MO"
"3009","Eclectic","AL","Eclectic, AL"
"3010","Riverton","WY","Riverton, WY"
"3011","Huntsville","TX","Huntsville, TX"
"3012","Calabasas","CA","Calabasas, CA"
"3013","Sunman","IN","Sunman, IN"
"3014","White Lake","SD","White Lake, SD"
"3015","Swedesboro","NJ","Swedesboro, NJ"
"3016","Roseville","CA","Roseville, CA"
"3017","Fort Lupton","CO","Fort Lupton, CO"
"3018","Sperry","OK","Sperry, OK"
"3019","Nashua","IA","Nashua, IA"
"3020","Woodburn","OR","Woodburn, OR"
"3021","Richland","WA","Richland, WA"
"3022","Prosser","WA","Prosser, WA"
"3023","Naschitti","NM","Naschitti, NM"
"3024","Valparaiso","IN","Valparaiso, IN"
"3025","Dyersburg","TN","Dyersburg, TN"
"3026","Century","FL","Century, FL"
"3027","Florence","MS","Florence, MS"
"3028","Binghamton","NY","Binghamton, NY"
"3029","Richvale","CA","Richvale, CA"
"3030","Mercury","NV","Mercury, NV"
"3031","Waukegan","IL","Waukegan, IL"
"3032","Farmville","VA","Farmville, VA"
"3033","Clarksburg","WV","Clarksburg, WV"
"3034","La Salle","CO","La Salle, CO"
"3035","Murfreesboro","TN","Murfreesboro, TN"
"3036","McHenry","MS","McHenry, MS"
"3037","Snyder","TX","Snyder, TX"
"3038","Barberton","OH","Barberton, OH"
"3039","Bailey","NC","Bailey, NC"
"3040","Crestwood","KY","Crestwood, KY"
"3041","Montgomery","WV","Montgomery, WV"
"3042","Richmond Hill","NY","Richmond Hill, NY"
"3043","Cinco Ranch","TX","Cinco Ranch, TX"
"3044","Defiance","OH","Defiance, OH"
"3045","Apex","NC","Apex, NC"
"3046","Menallen Township","PA","Menallen Township, PA"
"3047","Hubbard","MN","Hubbard, MN"
"3048","Clinton","MS","Clinton, MS"
"3049","Lithia Springs","GA","Lithia Springs, GA"
"3050","Tazewell","TN","Tazewell, TN"
"3051","Mililani","HI","Mililani, HI"
"3052","Walton","WV","Walton, WV"
"3053","Poteet","TX","Poteet, TX"
"3054","Blountville","TN","Blountville, TN"
"3055","Miltona","MN","Miltona, MN"
"3056","Huger","SC","Huger, SC"
"3057","Townsend","GA","Townsend, GA"
"3058","Struthers","OH","Struthers, OH"
"3059","Fairfield","TX","Fairfield, TX"
"3060","Fairchild","WI","Fairchild, WI"
"3061","Grayson","KY","Grayson, KY"
"3062","Sebewaing","MI","Sebewaing, MI"
"3063","Mount Holly","NC","Mount Holly, NC"
"3064","Glenoma","WA","Glenoma, WA"
"3065","Rancho Mirage","CA","Rancho Mirage, CA"
"3066","Hazel Dell South","WA","Hazel Dell South, WA"
"3067","Joelton","TN","Joelton, TN"
"3068","Quanah","TX","Quanah, TX"
"3069","Monahans","TX","Monahans, TX"
"3070","Cofield","NC","Cofield, NC"
"3071","Westminster","MD","Westminster, MD"
"3072","Waleska","GA","Waleska, GA"
"3073","Grand Island","NE","Grand Island, NE"
"3074","Ontario","OR","Ontario, OR"
"3075","Hamilton","MS","Hamilton, MS"
"3076","Glen Carbon","IL","Glen Carbon, IL"
"3077","The Dalles","OR","The Dalles, OR"
"3078","Bastrop","LA","Bastrop, LA"
"3079","Kittitas","WA","Kittitas, WA"
"3080","University City","MO","University City, MO"
"3081","State College","PA","State College, PA"
"3082","Sandy Springs","GA","Sandy Springs, GA"
"3083","Walterboro","SC","Walterboro, SC"
"3084","Nichols","SC","Nichols, SC"
"3085","Thurmont","MD","Thurmont, MD"
"3086","Morton","TX","Morton, TX"
"3087","Burnet","TX","Burnet, TX"
"3088","Rochester","MN","Rochester, MN"
"3089","Seguin","TX","Seguin, TX"
"3090","Boone","NC","Boone, NC"
"3091","Union City","GA","Union City, GA"
"3092","Brownstown","IN","Brownstown, IN"
"3093","Pelion","SC","Pelion, SC"
"3094","San Ysidro","CA","San Ysidro, CA"
"3095","Glendale Heights","IL","Glendale Heights, IL"
"3096","New Albany","IN","New Albany, IN"
"3097","Santa Teresa","NM","Santa Teresa, NM"
"3098","Greeneville","TN","Greeneville, TN"
"3099","New Lisbon","IN","New Lisbon, IN"
"3100","Mexico Beach","FL","Mexico Beach, FL"
"3101","Canutillo","TX","Canutillo, TX"
"3102","DeLand","FL","DeLand, FL"
"3103","Clinton","LA","Clinton, LA"
"3104","Ocoee","FL","Ocoee, FL"
"3105","Kalama","WA","Kalama, WA"
"3106","Rushville","NE","Rushville, NE"
"3107","Fountain Inn","SC","Fountain Inn, SC"
"3108","Rome","NY","Rome, NY"
"3109","Lewiston","ID","Lewiston, ID"
"3110","Montesano","WA","Montesano, WA"
"3111","Coon Rapids","MN","Coon Rapids, MN"
"3112","Wethersfield","CT","Wethersfield, CT"
"3113","Shelby","MT","Shelby, MT"
"3114","Owingsville","KY","Owingsville, KY"
"3115","Tifton","GA","Tifton, GA"
"3116","Stratford","CA","Stratford, CA"
"3117","Clarksville","IN","Clarksville, IN"
"3118","Welch","WV","Welch, WV"
"3119","Bay St. Louis","MS","Bay St. Louis, MS"
"3120","Hemphill","WV","Hemphill, WV"
"3121","Welcome","NC","Welcome, NC"
"3122","Hiltons","VA","Hiltons, VA"
"3123","Freeport","FL","Freeport, FL"
"3124","Cedar Hill","TX","Cedar Hill, TX"
"3125","Glenwood","GA","Glenwood, GA"
"3126","Gadsden","AZ","Gadsden, AZ"
"3127","Angel Fire","NM","Angel Fire, NM"
"3128","Lumberton","MS","Lumberton, MS"
